"name","committeeID","partyCode","totalDonationsIn","committeeCategory","categoryRange","politicalLeaning"
"NATIONAL CONSUMER CREDIT ACCESS SUPER PAC, INC.","C00690297",NULL,43272,"SMALL","< $1,000,000",NULL
"AMERICANS FOR ELECTRICITY CHOICE ACTION","C00624833",NULL,43134,"SMALL","< $1,000,000",NULL
"PROPER ROLE OF GOVERNMENT ACTION FUND","C00514711",NULL,42950,"SMALL","< $1,000,000",NULL
"SAFE AND SECURE AMERICA PAC","C00760553",NULL,42616,"SMALL","< $1,000,000",NULL
"OPERATION RESTORE INC","C00735142",NULL,41600,"SMALL","< $1,000,000",NULL
"SMOKY MOUNTAIN VALUES PAC","C00672220",NULL,40417,"SMALL","< $1,000,000",NULL
"UNIFYING AMERICA POLITICAL ACTION COMMITTEE","C00577213",NULL,40100,"SMALL","< $1,000,000",NULL
"MONTANA NEXT","C00743690",NULL,40000,"SMALL","< $1,000,000",NULL
"BLACK/BROWN PAC","C00812032",NULL,40000,"SMALL","< $1,000,000",NULL
"OHIOANS FOR OUR FUTURE PAC","C00676593",NULL,40000,"SMALL","< $1,000,000",NULL
"FLORIDA FIRST VALUES PAC","C00819565",NULL,40000,"SMALL","< $1,000,000",NULL
"RHODE ISLAND VICTORY COMMITTEE","C00824532",NULL,40000,"SMALL","< $1,000,000",NULL
"CONSERVATIVES FOR TRUTH","C00487280",NULL,40000,"SMALL","< $1,000,000",NULL
"PRESCRIPTION FOR A STRONGER AMERICA","C00593327",NULL,40000,"SMALL","< $1,000,000",NULL
"INPACT","C00609719",NULL,40000,"SMALL","< $1,000,000",NULL
"BUILDING A BETTER BALTIMORE PAC","C00626630",NULL,40000,"SMALL","< $1,000,000",NULL
"RED TIDE PAC","C00689026",NULL,40000,"SMALL","< $1,000,000",NULL
"ENVIRONMENTAL MAJORITY","C00515437",NULL,40000,"SMALL","< $1,000,000",NULL
"BRAVE NEW FILMS SUPER PAC","C00710038",NULL,40000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR TRANSPARENCY","C00824482",NULL,40000,"SMALL","< $1,000,000",NULL
"EXPERIENCE MATTERS FOR NEW HAMPSHIRE","C00791111",NULL,40000,"SMALL","< $1,000,000",NULL
"ARIZONA FRONTIER FUND","C00586925",NULL,40000,"SMALL","< $1,000,000",NULL
"CA-BAM PAC","C00646794",NULL,40000,"SMALL","< $1,000,000",NULL
"BETTER ROAD LOUISIANA","C00752782",NULL,40000,"SMALL","< $1,000,000",NULL
"OHIO MAJORITY TRUST","C00637520",NULL,40000,"SMALL","< $1,000,000",NULL
"FREETHOUGHT EQUALITY SUPER PAC","C00575845",NULL,40000,"SMALL","< $1,000,000",NULL
"INDEPENDENTS FOR PROSPERITY, INC.","C00753921",NULL,39932,"SMALL","< $1,000,000",NULL
"NEW MORAL MAJORITY","C00753699",NULL,39590,"SMALL","< $1,000,000",NULL
"FREE AND FAIR MONTANA","C00760959",NULL,39000,"SMALL","< $1,000,000",NULL
"ALL CITIZENS FOR MISSISSIPPI","C00564351",NULL,39000,"SMALL","< $1,000,000",NULL
"BIG TREE PAC","C00714113",NULL,39000,"SMALL","< $1,000,000",NULL
"FACTS ARE STUBBORN THINGS PAC","C00819680",NULL,37937,"SMALL","< $1,000,000",NULL
"FLORIDIANS FOR A GOOD ECONOMY","C00605634",NULL,37500,"SMALL","< $1,000,000",NULL
"FIGHTING FOR AMERICA PAC","C00758847",NULL,37100,"SMALL","< $1,000,000",NULL
"FIGHT FOR AMERICA PAC","C00765073",NULL,37000,"SMALL","< $1,000,000",NULL
"FREEDOM AND FAIRNESS VIRGINIA","C00623777",NULL,36718,"SMALL","< $1,000,000",NULL
"CIVIL LIBERTIES ASSAULT FUND","C00528158",NULL,36570,"SMALL","< $1,000,000",NULL
"FIRST FREEDOM OHIO PAC","C00665323",NULL,36000,"SMALL","< $1,000,000",NULL
"WOMENRUN, INC.","C00639088",NULL,35600,"SMALL","< $1,000,000",NULL
"FAMILY FIRST COALITION PAC","C00761577",NULL,35500,"SMALL","< $1,000,000",NULL
"PHOENIX CONGRESS 2020","C00750158",NULL,35400,"SMALL","< $1,000,000",NULL
"WE*VE GOT YOUR BACKPAC","C00622647",NULL,35250,"SMALL","< $1,000,000",NULL
"MY AMERICA INC","C00494799",NULL,35200,"SMALL","< $1,000,000",NULL
"CHALLENGEDC","C00522037",NULL,35000,"SMALL","< $1,000,000",NULL
"TRUE DEMOCRATS ONLY PAC","C00819136",NULL,35000,"SMALL","< $1,000,000",NULL
"1776 LIBERTY PAC","C00820605",NULL,35000,"SMALL","< $1,000,000",NULL
"TRINITY PAC","C00528919",NULL,35000,"SMALL","< $1,000,000",NULL
"POSTERITY PAC","C00817635",NULL,35000,"SMALL","< $1,000,000",NULL
"PROGRESSIVE COLORADO VOTERS","C00529750",NULL,35000,"SMALL","< $1,000,000",NULL
"FREE AMERICA PAC","C00807719",NULL,35000,"SMALL","< $1,000,000",NULL
"STOP THEM NOW","C00621862",NULL,35000,"SMALL","< $1,000,000",NULL
"COLORADO*S WORKING FAMILIES","C00745695",NULL,35000,"SMALL","< $1,000,000",NULL
"ONWARD KENTUCKY","C00787564",NULL,35000,"SMALL","< $1,000,000",NULL
"PATHWAY TO PROGRESS","C00633495",NULL,35000,"SMALL","< $1,000,000",NULL
"GEORGIA FIRST PAC","C00745448",NULL,35000,"SMALL","< $1,000,000",NULL
"CHINESE PROGRESSIVE POLITICAL ACTION IE PAC","C00753988",NULL,35000,"SMALL","< $1,000,000",NULL
"MAKE MICHIGAN FIRST NOW","C00584979",NULL,35000,"SMALL","< $1,000,000",NULL
"OUR COMMON FUTURE PAC","C00813154",NULL,35000,"SMALL","< $1,000,000",NULL
"LOUISVILLE FOR PUBLIC SAFETY","C00809962",NULL,35000,"SMALL","< $1,000,000",NULL
"FLORIDA 8TH PAC","C00750414",NULL,35000,"SMALL","< $1,000,000",NULL
"DOME PAC","C00824490",NULL,35000,"SMALL","< $1,000,000",NULL
"MIAMI-DADE JEWISH ALLIANCE FOR POSITIVE LEADERSHIP","C00760868",NULL,34560,"SMALL","< $1,000,000",NULL
"SWPA MOVING FORWARD","C00757963",NULL,34142,"SMALL","< $1,000,000",NULL
"CLEANSLATENOW.ORG","C00551788",NULL,34000,"SMALL","< $1,000,000",NULL
"WE ARE GREAT AGAIN PAC","C00683813",NULL,33775,"SMALL","< $1,000,000",NULL
"NORTH CAROLINA VALUES COALITION PAC","C00688226",NULL,33664,"SMALL","< $1,000,000",NULL
"WINNING THE SENATE PAC","C00568279",NULL,33000,"SMALL","< $1,000,000",NULL
"CALL TO ACTION PAC","C00742064",NULL,32818,"SMALL","< $1,000,000",NULL
"PANHANDLE VICTORY FUND","C00621656",NULL,32768,"SMALL","< $1,000,000",NULL
"IVOTE ACTION FUND","C00627232",NULL,32620,"SMALL","< $1,000,000",NULL
"CONCERNED CITIZEN","C00740514",NULL,32455,"SMALL","< $1,000,000",NULL
"TEXANS FOR RESPONSIBLE LEADERSHIP","C00587048",NULL,32352,"SMALL","< $1,000,000",NULL
"CONSERVATIVES FOR FREEDOM PAC","C00512038",NULL,32000,"SMALL","< $1,000,000",NULL
"AMERICA GET UP","C00494278",NULL,31500,"SMALL","< $1,000,000",NULL
"RESTORE OUR REPUBLIC PAC","C00751016",NULL,31500,"SMALL","< $1,000,000",NULL
"STUDENTS MOTHERS AND CONCERNED CITIZENS PAC SMACC PAC","C00421024",NULL,31201,"SMALL","< $1,000,000",NULL
"ADVANCING FREEDOM FUND","C00570093",NULL,31051,"SMALL","< $1,000,000",NULL
"STRIKE PAC","C00765545",NULL,31000,"SMALL","< $1,000,000",NULL
"GOP LAWYERS SUPER PAC","C00620997",NULL,30954,"SMALL","< $1,000,000",NULL
"ROCK THE CONGRESS","C00648857",NULL,30804,"SMALL","< $1,000,000",NULL
"EASTGATE VICTORY INC","C00543868",NULL,30795,"SMALL","< $1,000,000",NULL
"PROGRESSOHIO PAC","C00489765",NULL,30650,"SMALL","< $1,000,000",NULL
"WOMEN IMPACTING AMERICA","C00687046",NULL,30040,"SMALL","< $1,000,000",NULL
"MISSOURI FREEDOM BUILDERS, INC.","C00670521",NULL,30000,"SMALL","< $1,000,000",NULL
"DEMOCRATIC BILLBOARD PROJECT","C00791863",NULL,30000,"SMALL","< $1,000,000",NULL
"THE LEAGUE FOR AN INDEPENDENT AMERICA","C00758227",NULL,30000,"SMALL","< $1,000,000",NULL
"FORWARD PHILADELPHIA PAC","C00608927",NULL,30000,"SMALL","< $1,000,000",NULL
"EFFECTIVE LEADERSHIP FOR AMERICA","C00617308",NULL,30000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR RESPONSIBLE LEADERSHIP","C00561480",NULL,30000,"SMALL","< $1,000,000",NULL
"WISCONSIN RIGHT TO LIFE VICTORY FUND","C00613091",NULL,30000,"SMALL","< $1,000,000",NULL
"SERVICE HONOR COUNTRY ACTION FUND","C00577668",NULL,30000,"SMALL","< $1,000,000",NULL
"COMMONWEALTH CONSERVATIVE LEADERSHIP FUND","C00668244",NULL,30000,"SMALL","< $1,000,000",NULL
"CHRISTIANS FOR THE PRESIDENT","C00733972",NULL,30000,"SMALL","< $1,000,000",NULL
"OHIOANS FOR ACCOUNTABLE GOVERNMENT","C00568550",NULL,30000,"SMALL","< $1,000,000",NULL
"CHARACTER IS ESSENTIAL PAC (CIE PAC)","C00617050",NULL,30000,"SMALL","< $1,000,000",NULL
"JUST IDAHO","C00625251",NULL,30000,"SMALL","< $1,000,000",NULL
"PA PROPERTY RIGHTS ALLIANCE","C00588723",NULL,30000,"SMALL","< $1,000,000",NULL
"TAKEOVER SUPER PAC","C00555508",NULL,30000,"SMALL","< $1,000,000",NULL
"QUINN WORKS PAC","C00809517",NULL,30000,"SMALL","< $1,000,000",NULL
"TEXAS AMERICA 21ST CENTURY PAC","C00521195",NULL,30000,"SMALL","< $1,000,000",NULL
"TAKE BACK DC ACTION","C00554725",NULL,30000,"SMALL","< $1,000,000",NULL
"WORKING FOR MARYLAND","C00614610",NULL,30000,"SMALL","< $1,000,000",NULL
"COWBOY PAC","C00550533",NULL,30000,"SMALL","< $1,000,000",NULL
"REGISTER GEORGIA ACTION, INC.","C00717579",NULL,30000,"SMALL","< $1,000,000",NULL
"COASTAL CONSERVATIVE FUND","C00541524",NULL,30000,"SMALL","< $1,000,000",NULL
"OHIO WOMEN RISING","C00782086",NULL,30000,"SMALL","< $1,000,000",NULL
"COALITION OF AMERICANS FOR POLITICAL EQUALITY","C00493486",NULL,30000,"SMALL","< $1,000,000",NULL
"HONORING AMERICAN LAW ENFORCEMENT PAC","C00710178",NULL,30000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE ACTION PAC","C00615906",NULL,30000,"SMALL","< $1,000,000",NULL
"ARIZONA REPUBLICANS WHO BELIEVE IN TREATING OTHERS WITH RESPECT","C00752089",NULL,29722,"SMALL","< $1,000,000",NULL
"ESSENTIAL LIBERTY PAC","C00623439",NULL,29026,"SMALL","< $1,000,000",NULL
"CONSERVATIVE CATTLEMAN*S POLITICAL ACTION COMMITTEE","C00740092",NULL,29000,"SMALL","< $1,000,000",NULL
"REAGANATION","C00572164",NULL,28845,"SMALL","< $1,000,000",NULL
"FOREVER FREE PAC","C00572867",NULL,28240,"SMALL","< $1,000,000",NULL
"MAKE VIRGINIA GREAT AGAIN","C00745174",NULL,28000,"SMALL","< $1,000,000",NULL
"STUDENT LOAN BORROWERS OF AMERICA","C00671230",NULL,28000,"SMALL","< $1,000,000",NULL
"ELECT A NEW CONGRESS","C00522839",NULL,28000,"SMALL","< $1,000,000",NULL
"LAW & JUSTICE PAC","C00741546",NULL,28000,"SMALL","< $1,000,000",NULL
"AMERICA*S URBAN FUTURE","C00653709",NULL,28000,"SMALL","< $1,000,000",NULL
"WEST VIRGINIA & APPALACHIAN LABORERS* DISTRICT COUNCIL FOR PROSPERITY","C00592378",NULL,27602,"SMALL","< $1,000,000",NULL
"SAVE OUR ELECTIONS PAC","C00688796",NULL,27280,"SMALL","< $1,000,000",NULL
"COALITION FOR PROGRESSIVE LEADERSHIP","C00617258",NULL,26188,"SMALL","< $1,000,000",NULL
"LET FREEDOM RING AMERICA POLITICAL ACTION COMMITTEE","C00490706",NULL,25212,"SMALL","< $1,000,000",NULL
"IMMIGRANT ACTION - 2018","C00689950",NULL,25200,"SMALL","< $1,000,000",NULL
"DAGA FEDERAL PAC","C00827287",NULL,25000,"SMALL","< $1,000,000",NULL
"THE GUARDIAN SUPER PAC","C00797084",NULL,25000,"SMALL","< $1,000,000",NULL
"SPIRIT OF 76 PAC","C00570010",NULL,25000,"SMALL","< $1,000,000",NULL
"PRINCIPLED LEADERSHIP PROJECT PAC","C00623348",NULL,25000,"SMALL","< $1,000,000",NULL
"HOLD THE LINE PAC","C00736140",NULL,25000,"SMALL","< $1,000,000",NULL
"CITY ATTORNEY JAN GOLDSMITH 2012 COMMITTEE","C00518571",NULL,25000,"SMALL","< $1,000,000",NULL
"UPSTATE CONSERVATIVE VICTORY PAC, INC","C00676635",NULL,25000,"SMALL","< $1,000,000",NULL
"COLORADO FUTURE FUND","C00527523",NULL,25000,"SMALL","< $1,000,000",NULL
"AMERICAN DEFENSE FUND","C00817460",NULL,25000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR STRONG LEADERSHIP","C00815209",NULL,25000,"SMALL","< $1,000,000",NULL
"U.S. OF US","C00658252",NULL,25000,"SMALL","< $1,000,000",NULL
"FAMILIES VS ASSAULT RIFLES PAC","C00679118",NULL,25000,"SMALL","< $1,000,000",NULL
"BLESS YOUR HEART COALITION","C00749697",NULL,25000,"SMALL","< $1,000,000",NULL
"NEW YORK FIRST","C00806406",NULL,25000,"SMALL","< $1,000,000",NULL
"ANTELOPE VALLEY TAXPAYERS ASSOCIATION","C00563445",NULL,25000,"SMALL","< $1,000,000",NULL
"FIGHT BACK PAC","C00637579",NULL,25000,"SMALL","< $1,000,000",NULL
"DEFEAT CAREER POLITICIANS PAC INC.","C00654798",NULL,25000,"SMALL","< $1,000,000",NULL
"AMERICA FIRST VICTORY FUND","C00720227",NULL,25000,"SMALL","< $1,000,000",NULL
"TOGETHER FOR PROGRESS 2020","C00752428",NULL,25000,"SMALL","< $1,000,000",NULL
"PERTH AMBOY AND YOU","C00626085",NULL,25000,"SMALL","< $1,000,000",NULL
"STRONGER NY PAC","C00626663",NULL,25000,"SMALL","< $1,000,000",NULL
"GREAT AMERICA MOVEMENT","C00617787",NULL,25000,"SMALL","< $1,000,000",NULL
"ALABAMA RINO PAC (ALRINO; AL_RINO; ARPAC)","C00808303",NULL,25000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR JUSTICE AND INTEGRITY","C00671164",NULL,25000,"SMALL","< $1,000,000",NULL
"REFORM LEADERS PAC","C00720649",NULL,25000,"SMALL","< $1,000,000",NULL
"BRIGHTER FUTURE COMMITTEE","C00529735",NULL,25000,"SMALL","< $1,000,000",NULL
"SOUTH FLORIDIANS FOR EFFECTIVE LEADERSHIP","C00524496",NULL,25000,"SMALL","< $1,000,000",NULL
"IREP USA","C00776799",NULL,25000,"SMALL","< $1,000,000",NULL
"SAFEGUARDING OKLAHOMA VALUES PAC","C00813550",NULL,25000,"SMALL","< $1,000,000",NULL
"RED WHITE AND DEFINITELY BLUE","C00734616",NULL,25000,"SMALL","< $1,000,000",NULL
"DEMOCRATIC FRONTLINE","C00686352",NULL,25000,"SMALL","< $1,000,000",NULL
"NO 2 SIDES PAC","C00490656",NULL,25000,"SMALL","< $1,000,000",NULL
"A GREATER AMERICA PAC","C00819722",NULL,25000,"SMALL","< $1,000,000",NULL
"AMERICA*S PARTNERSHIP FOR PUBLIC SAFETY","C00738104",NULL,25000,"SMALL","< $1,000,000",NULL
"GEORGIA LIFE ALLIANCE ACTION FUND","C00638643",NULL,25000,"SMALL","< $1,000,000",NULL
"AMERICA FIRST FUTURE","C00771329",NULL,25000,"SMALL","< $1,000,000",NULL
"OHIO FREEDOM FUND POLITICAL ACTION COMMITTEE","C00809871",NULL,25000,"SMALL","< $1,000,000",NULL
"NEVADA 1ST PAC","C00815589",NULL,25000,"SMALL","< $1,000,000",NULL
"WE VOTE VALUES","C00811877",NULL,25000,"SMALL","< $1,000,000",NULL
"REPUBLICAN RESET PAC","C00776294",NULL,25000,"SMALL","< $1,000,000",NULL
"WEST VIRGINIANS FOR RESULTS","C00548750",NULL,25000,"SMALL","< $1,000,000",NULL
"CAMPUS RED PAC","C00620856",NULL,25000,"SMALL","< $1,000,000",NULL
"DETROIT FORWARD-FEDERAL","C00563163",NULL,25000,"SMALL","< $1,000,000",NULL
"RHODE ISLAND VALUES","C00825422",NULL,25000,"SMALL","< $1,000,000",NULL
"SURVEY GROUP PAC; THE","C00569103",NULL,24651,"SMALL","< $1,000,000",NULL
"VOTECLIMATE.US PAC","C00551382",NULL,24540,"SMALL","< $1,000,000",NULL
"COURAGE MAINE","C00746156",NULL,24317,"SMALL","< $1,000,000",NULL
"COMMON SENSE ANNE ARUNDEL","C00826420",NULL,24000,"SMALL","< $1,000,000",NULL
"FOR A BETTER ILLINOIS","C00820522",NULL,24000,"SMALL","< $1,000,000",NULL
"DEFEND CONSERVATIVES PAC","C00705038",NULL,23800,"SMALL","< $1,000,000",NULL
"AMERICA FIRST AGENDA","C00638064",NULL,23542,"SMALL","< $1,000,000",NULL
"ANDY*S FIGHT","C00802652","DEM",23200,"SMALL","< $1,000,000",NULL
"VICTORY NEW MEXICO","C00675793",NULL,23000,"SMALL","< $1,000,000",NULL
"COLORADANS FOR ACCOUNTABILITY","C00592675",NULL,22784,"SMALL","< $1,000,000",NULL
"MARVIN LUCAS SUPERPAC","C00756304",NULL,22400,"SMALL","< $1,000,000",NULL
"FIGHT FOR A BETTER AMERICA","C00630582",NULL,22300,"SMALL","< $1,000,000",NULL
"AMERICAN CONSERVANCY PAC","C00532747",NULL,22000,"SMALL","< $1,000,000",NULL
"QUESTION PAC","C00675967",NULL,22000,"SMALL","< $1,000,000",NULL
"ADVANCE RIGHT SUPER PAC","C00826115",NULL,21500,"SMALL","< $1,000,000",NULL
"COMMITTEE TO SAVE BROOK PARK EMS","C00571968",NULL,21050,"SMALL","< $1,000,000",NULL
"VOTE PLANNED PARENTHOOD NORTHERN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD NORTHERN CALIFORNIA ACTION FUND","C00715904",NULL,21000,"SMALL","< $1,000,000",NULL
"EVERYTOWN FEDERAL VICTORY FUND","C00765354",NULL,21000,"SMALL","< $1,000,000",NULL
"OUR SHARED FUTURE PAC","C00623926",NULL,21000,"SMALL","< $1,000,000",NULL
"WE THE PEOPLE OF DC","C00568337",NULL,21000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR DEFENDING AMERICAN VALUES","C00759142",NULL,20700,"SMALL","< $1,000,000",NULL
"TOGETHER WE WIN QC INC","C00758326",NULL,20590,"SMALL","< $1,000,000",NULL
"X-FUND","C00562272",NULL,20500,"SMALL","< $1,000,000",NULL
"TEXANS REMOVING OUTDATED AND UNRESPONSIVE POLITICIANS","C00676296",NULL,20500,"SMALL","< $1,000,000",NULL
"VOTERS FOR JUSTICE, INC. PAC","C00498741",NULL,20500,"SMALL","< $1,000,000",NULL
"WIN THE WEST","C00742932",NULL,20186,"SMALL","< $1,000,000",NULL
"MINOCQUA BREWING COMPANY SUPERPAC","C00765529",NULL,20100,"SMALL","< $1,000,000",NULL
"GREEN BERET PAC","C00813873",NULL,20000,"SMALL","< $1,000,000",NULL
"KEEP FL GREAT PAC","C00756858",NULL,20000,"SMALL","< $1,000,000",NULL
"DEMOCRATIC PROMISE ACTION FUND PAC","C00799874",NULL,20000,"SMALL","< $1,000,000",NULL
"TEXANS FOR A STRONG AND SECURE AMERICA","C00675413",NULL,20000,"SMALL","< $1,000,000",NULL
"PROTECT LONG ISLAND PAC","C00760892",NULL,20000,"SMALL","< $1,000,000",NULL
"RED AMERICA","C00761973",NULL,20000,"SMALL","< $1,000,000",NULL
"GRAND GATE PAC","C00812958",NULL,20000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR ECONOMIC AND NATIONAL SECURITY","C00487199",NULL,20000,"SMALL","< $1,000,000",NULL
"WEST VIRGINIA FREEDOM BUILDERS INC","C00663898",NULL,20000,"SMALL","< $1,000,000",NULL
"THE QUIET PROFESSIONAL PAC","C00815514",NULL,20000,"SMALL","< $1,000,000",NULL
"U.S. ISRAEL FRIENDSHIP PAC","C00490649",NULL,20000,"SMALL","< $1,000,000",NULL
"COURAGE FOR PROGRESS","C00647818",NULL,20000,"SMALL","< $1,000,000",NULL
"NORTH COUNTRY PAC","C00758607",NULL,20000,"SMALL","< $1,000,000",NULL
"NORTHERN MI FIRST","C00623793",NULL,20000,"SMALL","< $1,000,000",NULL
"THE EQUITY ALLIANCE FUND ACTION PAC","C00827618",NULL,20000,"SMALL","< $1,000,000",NULL
"COMMITTEE TO ELECT 51","C00551705",NULL,20000,"SMALL","< $1,000,000",NULL
"OUR FUTURE, OUR FIGHT PAC","C00732123",NULL,20000,"SMALL","< $1,000,000",NULL
"VOTER INFORMATION NETWORK SUPERPAC","C00509687",NULL,20000,"SMALL","< $1,000,000",NULL
"CAROLINA PATRIOT ALLIANCE","C00554394",NULL,20000,"SMALL","< $1,000,000",NULL
"PATRIOTS FOR FREEDOM","C00534107",NULL,20000,"SMALL","< $1,000,000",NULL
"E PLURIBUS UNUM PAC","C00735100",NULL,20000,"SMALL","< $1,000,000",NULL
"AMERICALEADS.ORG SUPER PAC","C00584847",NULL,20000,"SMALL","< $1,000,000",NULL
"AMERICA FIRST - OKLAHOMA","C00811513",NULL,20000,"SMALL","< $1,000,000",NULL
"EASY TO VOTE, HARD TO CHEAT","C00823856",NULL,20000,"SMALL","< $1,000,000",NULL
"AMERICA STAND BAYOU PAC","C00615252",NULL,20000,"SMALL","< $1,000,000",NULL
"A BETTER ORLANDO PAC","C00786269",NULL,20000,"SMALL","< $1,000,000",NULL
"IOWA FIRST","C00806331",NULL,20000,"SMALL","< $1,000,000",NULL
"MAUI*S GREEN FUTURE PROJECT","C00751354",NULL,20000,"SMALL","< $1,000,000",NULL
"A HOPEFUL AMERICA","C00679654",NULL,20000,"SMALL","< $1,000,000",NULL
"LAUGHCRYVOTE INC","C00755827",NULL,20000,"SMALL","< $1,000,000",NULL
"FOCUS ON FAMILIES","C00579250",NULL,20000,"SMALL","< $1,000,000",NULL
"PRIORITY ACTION PAC","C00685347",NULL,20000,"SMALL","< $1,000,000",NULL
"PA INTEGRITY PAC, INC.","C00655415",NULL,20000,"SMALL","< $1,000,000",NULL
"FUTURE CLEVELAND PAC","C00785907",NULL,20000,"SMALL","< $1,000,000",NULL
"FIRST STATE STRONG FEC","C00632109",NULL,20000,"SMALL","< $1,000,000",NULL
"MONTANA SOLUTIONS","C00553156",NULL,20000,"SMALL","< $1,000,000",NULL
"EVERY JOB IS ESSENTIAL PAC","C00827584",NULL,20000,"SMALL","< $1,000,000",NULL
"MAGGPAC","C00752840",NULL,19608,"SMALL","< $1,000,000",NULL
"I**M NOT WITH HIM","C00618975",NULL,19274,"SMALL","< $1,000,000",NULL
"THE NUISANCE COMMITTEE","C00624114",NULL,19137,"SMALL","< $1,000,000",NULL
"TEXAS FIGHTER FUND","C00776864",NULL,19083,"SMALL","< $1,000,000",NULL
"AMERICAN LIBERTY PAC","C00545798",NULL,19000,"SMALL","< $1,000,000",NULL
"CLEAN WAVE","C00683722",NULL,18620,"SMALL","< $1,000,000",NULL
"STOP SANCTUARY CITIES PAC","C00639625",NULL,18520,"SMALL","< $1,000,000",NULL
"POWER PA PAC","C00808972",NULL,18400,"SMALL","< $1,000,000",NULL
"DEFENDING FREEDOM PAC","C00808204",NULL,18342,"SMALL","< $1,000,000",NULL
"TOGETHER FOR CHANGE","C00660019",NULL,18000,"SMALL","< $1,000,000",NULL
"NORTH CAROLINA GUN RIGHTS PAC","C00627794",NULL,17500,"SMALL","< $1,000,000",NULL
"ASIAN PACIFIC AMERICANS FOR PROGRESS PAC","C00447235",NULL,17500,"SMALL","< $1,000,000",NULL
"AMERICANS DETERMINED TO ADVANCE MICHIGAN","C00807081",NULL,17275,"SMALL","< $1,000,000",NULL
"WISCONSIN VALUES PAC","C00669002",NULL,16891,"SMALL","< $1,000,000",NULL
"CONSERVATIVE VICTORY PROJECT","C00541615",NULL,16039,"SMALL","< $1,000,000",NULL
"GEORGIA BALANCE","C00764779",NULL,15085,"SMALL","< $1,000,000",NULL
"CONSERVATIVES OF","C00728907",NULL,15052,"SMALL","< $1,000,000",NULL
"WOMEN FOR INTEGRITY AND LEADERSHIP","C00670430",NULL,15000,"SMALL","< $1,000,000",NULL
"BLUE PELICAN PAC","C00543496",NULL,15000,"SMALL","< $1,000,000",NULL
"CITIZENS AND PUBLIC SAFETY PROPONENTS FOR TRUTH PAC","C00567487",NULL,15000,"SMALL","< $1,000,000",NULL
"STAND WITH COREY","C00719781",NULL,15000,"SMALL","< $1,000,000",NULL
"LET*S ELECT THE STAR POLITICAL ACTION COMMITTEE (LETS PAC)","C00623678",NULL,15000,"SMALL","< $1,000,000",NULL
"UNITAS INC","C00557934",NULL,15000,"SMALL","< $1,000,000",NULL
"WORKING FAMILIES FOR LIZ CROWLEY","C00523522",NULL,15000,"SMALL","< $1,000,000",NULL
"GEORGIANS FOR A BETTER FUTURE","C00817882",NULL,15000,"SMALL","< $1,000,000",NULL
"ARTICLEIISUPERPAC","C00507533",NULL,15000,"SMALL","< $1,000,000",NULL
"FORWARDING AMERICA TOGETHER","C00785170",NULL,15000,"SMALL","< $1,000,000",NULL
"EMPOWER IOWA","C00564393",NULL,15000,"SMALL","< $1,000,000",NULL
"JAMPAC","C00609750",NULL,15000,"SMALL","< $1,000,000",NULL
"KEYSTONE STATE CONSERVATIVES FOR A CHANGE","C00745299",NULL,15000,"SMALL","< $1,000,000",NULL
"CONSUMERS FOR RESPONSIBLE GOVERNMENT","C00616011",NULL,15000,"SMALL","< $1,000,000",NULL
"FORWARD UNITED PAC","C00786913",NULL,15000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR AN HONEST MEMBER OF CONGRESS","C00617985",NULL,14980,"SMALL","< $1,000,000",NULL
"CHRISTIANS FOR A CHANGE","C00513051",NULL,13991,"SMALL","< $1,000,000",NULL
"UTE PAC","C00517920",NULL,13850,"SMALL","< $1,000,000",NULL
"LET*S TURN COLORADO BLUE","C00748756",NULL,13173,"SMALL","< $1,000,000",NULL
"RESOUNDING BOOKS PAC","C00541631",NULL,13076,"SMALL","< $1,000,000",NULL
"STARTUPS FOR AMERICA SUPER PAC","C00576199",NULL,13076,"SMALL","< $1,000,000",NULL
"COURAGE MAINE","C00688192",NULL,13005,"SMALL","< $1,000,000",NULL
"NEW JERSEY CITIZENS ALLIANCE PAC","C00678599",NULL,13000,"SMALL","< $1,000,000",NULL
"SAVE OUR FUTURE","C00755355",NULL,13000,"SMALL","< $1,000,000",NULL
"DEMOCRATS WORK FOR AMERICA, INC","C00650432",NULL,12873,"SMALL","< $1,000,000",NULL
"FUND THIS ADVERT","C00614396",NULL,12500,"SMALL","< $1,000,000",NULL
"NEW YORKERS FOR EFFECTIVE LEADERSHIP","C00745034",NULL,12500,"SMALL","< $1,000,000",NULL
"PUTTING AMERICA FIRST","C00515692",NULL,12500,"SMALL","< $1,000,000",NULL
"GET THE JOB DONE PAC","C00796201",NULL,12500,"SMALL","< $1,000,000",NULL
"AMERICAN NATIONAL SUPER PAC","C00591610",NULL,12465,"SMALL","< $1,000,000",NULL
"CRA LEADERSHIP PAC","C00561290",NULL,12175,"SMALL","< $1,000,000",NULL
